Score, Alerts, Flags, Time, Symbol, Expiration Date, Strike, Call/Put, Price, Trade Spread, Premium, Stock Last, Trade Size, Open Interest, Stock Cnt., Option Cnt., Implied Vol., Earnings Date
"3","","Multi Order, Block Trade","10:59:44 AM","MARA","07/17/2026","14.5","Put","$0.81","At Mid","$73.71k","$15.80","910","0","13","1","0",""
"4","Repeater_Bullish","Block Trade","10:59:49 AM","INTC","06/26/2026","140","Call","$6.95","Askish","$417k","$140.11","600","13,587","159","13","80.43",""
"3","","Block Trade","10:59:49 AM","META","07/17/2026","640","Call","$3.07","Bidish","$230.62k","$562.39","750","5,480","34","1","45.34",""
"3","","Block Trade","10:59:58 AM","SCHW","07/02/2026","91","Call","$2.24","At Bid","$121.63k","$91.76","543","257","3","1","28.27",""
"5","Repeater_Bullish","Block Trade","11:00:15 AM","INTC","07/17/2026","160","Call","$7.00","At Ask","$422.8k","$140.24","604","6,726","159","4","81.25",""
"5","DonkeyKong, Repeater_Bullish","Sweep","11:00:22 AM","IONQ","07/17/2026","60","Call","$4.80","At Ask","$960k","$57.64","2,000","8,297","57","2","91.59",""
"5","","Block Trade","11:00:22 AM","IONQ","07/17/2026","60","Call","$4.80","At Ask","$447.84k","$57.64","933","8,297","57","2","91.59",""
"4","","Sweep","11:00:31 AM","HD","07/17/2026","350","Call","$3.50","Bidish","$213.5k","$329.98","610","1,939","3","1","35.4",""
"2","","Block Trade","11:00:34 AM","TQQQ","07/02/2026","82.5","Call","$4.25","Askish","$212.5k","$82.75","500","16","14","1","93.46",""
"3","","Block Trade","11:00:54 AM","UBS","01/15/2027","50","Put","$3.30","At Bid","$303.27k","$51.13","919","7,695","1","1","30.85",""
"5","Repeater_Bullish","Sweep","11:00:57 AM","TSLA","06/22/2026","405","Call","$3.10","At Mid","$222.89k","$405.58","719","3,903","251","22","0",""
"5","DonkeyKong, Repeater_Bullish","Sweep","11:01:01 AM","TSLA","06/22/2026","407.5","Call","$1.88","Bidish","$137.24k","$405.45","730","1,103","251","19","0",""
"5","","Block Trade","11:01:03 AM","RSP","07/17/2026","215","Call","$1.10","At Ask","$150.03k","$209.82","1,364","11,764","1","1","12.62",""
"4","","Block Trade","11:01:07 AM","ITT","07/17/2026","185","Put","$3.03","Bidish","$410.25k","$199.15","1,352","2,026","2","1","44.83",""
"3","","Block Trade","11:01:07 AM","ITT","07/17/2026","180","Put","$1.95","Bidish","$109.81k","$199.15","562","478","2","1","48.05",""
"3","","Block Trade","11:01:10 AM","IONQ","06/26/2026","64","Call","$0.87","At Ask","$52.2k","$58.15","600","224","57","1","118.51",""
"4","","Block Trade","11:01:16 AM","GETY","02/19/2027","1","Put","$0.40","Askish","$79.96k","$1.29","1,999","0","5","2","0",""
"3","","Block Trade","11:01:21 AM","GOOGL","07/17/2026","365","Call","$5.42","Bidish","$379.4k","$345.05","700","2,580","196","1","64.02",""
"4","","Block Trade","11:01:22 AM","IBIT","07/31/2026","37","Put","$1.88","Bidish","$165.82k","$36.81","882","14,348","133","4","57.13",""
"6","AllTheThings","Sweep","11:01:25 AM","AS","08/21/2026","40","Call","$1.50","At Ask","$235.35k","$35.96","1,569","0","2","1","2.44",""
"2","","Block Trade","11:01:38 AM","SOFI","07/17/2026","16","Call","$1.87","At Ask","$93.5k","$17.32","500","21,148","16","1","93.04",""
"3","Repeater_Bullish","Block Trade","11:01:39 AM","AMZN","06/22/2026","235","Call","$0.96","At Bid","$57.7k","$234.74","601","580","97","3","0",""
"5","DonkeyKong, Repeater_Bearish, AllTheThings","Sweep","11:01:57 AM","TSLA","06/26/2026","335","Put","$0.13","Above Ask","$78k","$406.80","6,000","1,325","251","4","0",""
"4","Repeater_Bearish","Block Trade","11:01:57 AM","TSLA","06/26/2026","335","Put","$0.13","Above Ask","$72.61k","$406.80","5,585","1,325","251","4","0",""
"6","AllTheThings","Sweep","11:01:58 AM","AS","09/18/2026","45","Call","$1.15","At Ask","$345k","$36.17","3,000","348","2","1","40.65",""
"6","DonkeyKong, Repeater_Bullish","Sweep","11:02:10 AM","TSLA","06/22/2026","407.5","Call","$2.48","Above Ask","$127.72k","$406.76","515","1,103","251","19","0",""
"3","Repeater_Bullish","Block Trade","11:02:19 AM","GDS","07/17/2026","32","Call","$2.14","Askish","$106.99k","$31.77","500","66","3","2","63.31",""
"4","Repeater_Bullish","Block Trade","11:02:32 AM","IGV","06/26/2026","91","Call","$0.60","At Bid","$484.81k","$88.25","8,080","150","74","3","63.55",""
"4","","Sweep","11:02:43 AM","AAPL","07/02/2026","315","Call","$0.88","Above Ask","$52.98k","$300.34","602","4,711","54","1","24.57",""
"6","Repeater_Bullish","Block Trade","11:02:54 AM","GOOGL","06/26/2026","360","Call","$1.45","At Ask","$292.03k","$344.52","2,014","936","196","5","135.45",""
"6","Repeater_Bullish","Sweep","11:02:56 AM","TSLA","06/22/2026","407.5","Call","$3.14","Askish","$408.51k","$407.84","1,301","1,103","251","19","0",""
"3","Repeater_Bullish","Block Trade","11:03:09 AM","GLW","07/17/2026","240","Call","$5.20","Askish","$518.44k","$199.69","997","1,879","12","3","77.1",""
"4","Repeater_Bullish","Block Trade","11:03:14 AM","AMZN","07/17/2026","260","Call","$1.53","Askish","$153k","$234.57","1,000","18,810","97","11","46.54",""
"4","Repeater_Bearish","Block Trade","11:03:18 AM","IBIT","08/21/2026","33","Put","$1.01","Above Ask","$60.6k","$36.84","600","12,513","133","3","54.31",""
"4","DonkeyKong, Repeater_Bullish","Sweep","11:03:27 AM","TSLA","06/22/2026","415","Call","$0.81","At Mid","$66.91k","$408.45","826","1,581","251","24","0",""
"3","","Block Trade","11:03:36 AM","NVDA","06/26/2026","180","Put","$0.09","At Ask","$54k","$209.62","6,000","5,750","264","1","76.67",""
"3","","Block Trade","11:03:37 AM","USAR","09/18/2026","35","Call","$2.00","Bidish","$110k","$24.49","550","2,752","3","1","107",""
"4","","Block Trade","11:03:43 AM","IBKR","07/17/2026","95","Call","$5.40","At Ask","$289.44k","$96.80","536","980","3","1","39.35",""
"4","Repeater_Bullish","Block Trade","11:03:44 AM","PLTR","07/17/2026","150","Call","$0.71","At Ask","$71k","$123.14","1,000","35,969","40","2","63.35",""
"6","Repeater_Bullish","Sweep","11:03:46 AM","TSLA","06/22/2026","412.5","Call","$1.46","Bidish","$205.57k","$408.64","1,408","3,370","251","16","0",""
"7","DonkeyKong, Repeater_Bearish, AllTheThings","Sweep","11:03:46 AM","GOOGL","06/22/2026","342.5","Put","$1.01","Above Ask","$191.09k","$344.48","1,892","17","196","4","0",""
"4","Repeater_Bearish","Block Trade","11:03:46 AM","GOOGL","06/22/2026","342.5","Put","$1.00","At Ask","$70.6k","$344.48","706","17","196","4","0",""
"5","DonkeyKong, Repeater_Bullish","Block Trade","11:03:49 AM","CVS","06/26/2026","107","Call","$0.29","Above Ask","$75.98k","$102.24","2,580","25","3","2","54.52",""
"4","Repeater_Bullish","Sweep","11:03:52 AM","TSLA","06/22/2026","415","Call","$0.91","Askish","$58.6k","$408.86","644","1,581","251","24","0",""
"5","Repeater_Bullish","Block Trade","11:03:54 AM","AMZN","06/26/2026","235","Call","$3.85","At Ask","$259.51k","$234.65","674","1,143","97","5","120.28",""
"4","Repeater_Bullish","Sweep","11:03:57 AM","GOOGL","06/22/2026","345","Call","$1.45","Below Bid","$77.43k","$344.17","534","4","196","18","0",""
"3","Repeater_Bullish","Block Trade","11:03:58 AM","BB","07/17/2026","10","Call","$0.68","Askish","$54.67k","$8.96","804","12,818","13","6","84.39","Next 5 Days"
"4","Repeater_Bullish","Block Trade","11:04:05 AM","GOOG","06/26/2026","350","Call","$3.40","At Bid","$533.14k","$343.42","1,568","1,385","17","3","167.11",""
"4","Repeater_Bullish","Block Trade","11:04:10 AM","BBIO","07/17/2026","70","Call","$2.30","Bidish","$460k","$68.08","2,000","3,354","3","3","39.19",""
"3","","Block Trade","11:04:14 AM","LYB","08/21/2026","65","Call","$2.05","Below Bid","$128.74k","$58.40","628","0","3","1","53.51",""
"4","DonkeyKong, Repeater_Bullish","Sweep","11:04:15 AM","TSLA","06/22/2026","410","Call","$2.42","At Mid","$1.52M","$408.92","6,284","2,258","251","36","0",""
"1","","Block Trade","11:04:17 AM","FRMI","08/21/2026","16","Call","$1.10","Askish","$55k","$9.30","500","825","15","1","0",""
"4","","Block Trade","11:04:41 AM","NVDA","07/02/2026","205","Put","$3.00","At Bid","$480.04k","$209.74","1,600","4,380","264","1","40.07",""
"6","","Sweep","11:04:51 AM","CVS","06/26/2026","107","Call","$0.37","At Mid","$133.87k","$102.56","3,618","25","3","2","52.18",""
"3","","Block Trade","11:04:52 AM","COIN","07/17/2026","190","Call","$4.85","At Bid","$247.83k","$166.93","511","14,135","13","1","67.57",""
"4","Repeater_Bullish","Block Trade","11:04:53 AM","FRMI","08/21/2026","10","Call","$2.15","Askish","$176.09k","$9.33","819","24,769","15","4","164.44",""
"5","DonkeyKong, Repeater_Bullish","Block Trade","11:05:00 AM","GOOGL","06/22/2026","347.5","Call","$0.70","At Bid","$100.66k","$344.17","1,438","6","196","12","0",""
"4","Repeater_Bearish","Block Trade","11:05:01 AM","INTC","09/18/2026","80","Put","$2.70","At Bid","$179.82k","$140.54","666","17,797","159","6","99.34",""
"4","","Block Trade","11:05:02 AM","KGS","07/17/2026","65","Put","$0.92","Bidish","$138k","$69.48","1,500","117","1","1","60.75",""
"5","","Block Trade","11:05:09 AM","BAC","06/26/2026","59","Put","$1.72","At Ask","$186.1k","$57.41","1,082","53","10","1","85.81",""
"4","","Block Trade","11:05:14 AM","JPM","06/26/2026","327.5","Put","$2.62","At Ask","$180.52k","$330.45","689","153","10","1","53.95",""
"5","Repeater_Bullish","Block Trade","11:05:26 AM","GOOGL","06/22/2026","347.5","Call","$0.60","Above Ask","$60.22k","$343.46","1,004","6","196","12","0",""
"4","Repeater_Bullish","Block Trade","11:05:27 AM","XLK","07/17/2026","195","Call","$5.75","Askish","$1.07M","$192.22","1,858","10,825","12","6","33.88",""
"3","","Block Trade","11:05:34 AM","S","08/21/2026","17","Call","$0.50","At Bid","$73.4k","$14.75","1,468","0","1","1","4.03",""
"6","Repeater_Bullish","Sweep","11:05:37 AM","TSLA","06/22/2026","410","Call","$2.19","Below Bid","$226.45k","$408.48","1,034","2,258","251","36","0",""
"6","DonkeyKong, Repeater_Bullish, AllTheThings","Sweep","11:05:41 AM","FRMI","07/17/2026","11.5","Call","$0.95","At Bid","$105.55k","$9.34","1,111","0","15","2","0",""
"3","","Block Trade","11:05:47 AM","FRMI","07/17/2026","9.5","Call","$1.45","At Bid","$114.7k","$9.38","791","0","15","1","0",""
"4","","Block Trade","11:05:52 AM","MSFT","06/22/2026","372.5","Put","$1.90","Bidish","$249.09k","$371.82","1,311","592","74","1","0",""
"4","","Block Trade","11:05:55 AM","FRMI","07/17/2026","11.5","Call","$0.95","At Ask","$80.75k","$9.38","850","0","15","2","0",""
"4","","Block Trade","11:06:06 AM","RBLX","08/21/2026","40","Put","$2.96","At Ask","$222.29k","$46.66","751","2,274","9","1","65.84",""
"3","","Block Trade","11:06:09 AM","SMCI","07/17/2026","35","Call","$3.30","At Ask","$165k","$34.94","500","46,051","61","1","36.82",""
"4","","Sweep","11:06:09 AM","RDDT","07/02/2026","195","Call","$2.02","Bidish","$124.63k","$172.12","617","597","2","1","82.92",""
"3","DonkeyKong, Repeater_Bullish","Block Trade","11:06:32 AM","INTC","07/02/2026","190","Call","$0.53","Bidish","$53k","$140.01","1,000","132","159","2","0",""
"4","DonkeyKong, Repeater_Bullish","Block Trade","11:06:37 AM","NFLX","07/17/2026","74","Call","$3.86","At Bid","$984.04k","$74.11","2,552","0","57","2","0",""
"4","","Block Trade","11:06:38 AM","NFLX","07/17/2026","74","Call","$3.83","Below Bid","$233.37k","$74.05","609","0","57","2","0",""
"2","","Block Trade","11:07:04 AM","IBIT","07/17/2026","36","Put","$1.12","At Bid","$67.87k","$36.75","606","16,091","133","1","58.68",""
"4","","Block Trade","11:07:06 AM","GOOGL","06/26/2026","330","Put","$1.86","Askish","$365.67k","$342.86","1,966","1,143","196","1","24.27",""
"4","","Block Trade","11:07:09 AM","HYG","12/18/2026","72","Put","$0.48","Bidish","$112.03k","$79.92","2,334","5,994","25","1","13.94",""
"5","","Block Trade","11:07:09 AM","HYG","12/18/2026","77","Put","$1.08","At Ask","$252.07k","$79.92","2,334","18,721","25","1","12.15",""
"3","","Multi Order, Block Trade","11:07:18 AM","PZZA","07/17/2026","30","Put","$0.85","At Mid","$55.25k","$34.34","650","356","2","1","70.19",""
"2","","Block Trade","11:07:38 AM","NFLX","07/17/2026","70","Call","$6.20","At Mid","$310k","$74.18","500","4,602","57","1","85.95",""
"5","DonkeyKong, Repeater_Bearish","Sweep","11:07:45 AM","MSFT","06/24/2026","370","Put","$3.50","At Mid","$350k","$371.54","1,000","456","74","3","30.62",""
"4","Repeater_Bearish","Block Trade","11:07:45 AM","MSFT","06/24/2026","370","Put","$3.50","At Mid","$210.35k","$371.54","601","456","74","3","30.62",""
"4","","Sweep","11:07:50 AM","INTC","07/02/2026","190","Call","$0.55","Askish","$54.78k","$140.07","996","132","159","2","0",""
"3","","Block Trade","11:07:55 AM","SMCI","06/26/2026","33","Put","$0.83","At Bid","$69.52k","$34.71","837","501","61","2","288.29",""
"5","","Block Trade","11:08:06 AM","NVDA","06/22/2026","212.5","Call","$0.17","Above Ask","$50.09k","$209.87","2,945","6,697","264","32","0",""
"4","","Block Trade","11:08:36 AM","INTC","07/17/2026","170","Call","$5.00","At Ask","$392k","$140.65","784","3,175","159","1","84.03",""
"6","Repeater_Bullish","Sweep","11:08:45 AM","TSLA","06/22/2026","415","Call","$1.18","At Mid","$173.22k","$410.11","1,468","1,581","251","24","0",""
"6","Repeater_Bullish","Sweep","11:08:55 AM","TSLA","06/22/2026","412.5","Call","$1.92","At Bid","$280.13k","$410.14","1,459","3,370","251","16","0",""
"2","","Block Trade","11:08:55 AM","FCX","07/17/2026","65","Put","$2.05","Bidish","$102.71k","$69.37","500","5,619","7","1","60.87",""
"2","","Block Trade","11:08:55 AM","FCX","08/21/2026","65","Put","$3.95","Askish","$197.71k","$69.37","500","4,945","7","1","59.12",""
"5","Repeater_Bullish","Sweep","11:08:56 AM","NVDA","06/22/2026","210","Call","$0.94","At Ask","$56.4k","$209.96","600","9,708","264","16","0",""
"4","","Sweep","11:08:59 AM","INTU","06/26/2026","260","Call","$6.20","Bidish","$622.48k","$258.16","1,004","12","2","1","117.44",""
"3","","Block Trade","11:09:00 AM","CCL","07/17/2026","33","Call","$0.80","At Ask","$69.84k","$30.56","873","3,423","6","1","59.53","Tomorrow Before Market Open"
"1","","Block Trade","11:09:00 AM","META","07/17/2026","680","Call","$1.27","At Mid","$63.62k","$562.60","500","3,734","34","1","47.28",""
"3","","Block Trade","11:09:00 AM","META","07/17/2026","650","Call","$2.42","Askish","$121.12k","$562.60","500","9,978","34","2","45.42",""
"5","","Block Trade","11:09:01 AM","GTLB","10/16/2026","30","Call","$2.75","At Ask","$298.1k","$25.73","1,084","368","1","1","79.68",""
"4","Repeater_Bearish","Block Trade","11:09:02 AM","IGV","07/17/2026","90","Put","$4.20","Askish","$294k","$87.93","700","7,863","74","3","30.05",""
"5","DonkeyKong, Repeater_Bullish","Block Trade","11:09:03 AM","NVDA","06/26/2026","222.5","Call","$0.41","Below Bid","$129.37k","$209.94","3,130","3,865","264","3","54.47",""
"5","DonkeyKong, Repeater_Bullish","Block Trade","11:09:03 AM","NVDA","06/26/2026","225","Call","$0.27","Above Ask","$83.3k","$209.94","3,129","20,404","264","4","55.34",""
"4","DonkeyKong, Repeater_Bullish","Block Trade","11:09:04 AM","NVDA","06/26/2026","222.5","Call","$0.42","At Bid","$88.24k","$209.93","2,119","3,865","264","3","54.5",""
"5","Repeater_Bullish","Block Trade","11:09:04 AM","NVDA","06/26/2026","225","Call","$0.27","Above Ask","$58.17k","$209.93","2,119","20,404","264","4","55.37",""
"4","","Block Trade","11:09:05 AM","NVDA","06/26/2026","222.5","Call","$0.41","At Bid","$56.12k","$209.94","1,360","3,865","264","3","54.47",""
"3","","Block Trade","11:09:09 AM","AA","08/21/2026","65","Call","$3.10","At Ask","$1.55M","$57.87","5,000","150","2","1","67.54",""
"5","Repeater_Bullish","Sweep","11:09:23 AM","TSLA","06/22/2026","410","Call","$2.35","Below Bid","$773.62k","$409.08","3,292","2,258","251","36","0",""
"5","","Block Trade","11:09:34 AM","HIVE","01/15/2027","5.5","Call","$1.65","At Ask","$188.76k","$5.06","1,144","2,320","14","1","79.86",""
"3","","Block Trade","11:09:45 AM","INTC","07/17/2026","120","Put","$4.88","Askish","$317.2k","$140.31","650","10,745","159","1","109.12",""
"3","","Block Trade","11:09:45 AM","INTC","07/17/2026","105","Put","$1.95","At Mid","$126.75k","$140.31","650","8,659","159","1","106.97",""
"6","DonkeyKong, Repeater_Bullish, Wave","Sweep","11:10:04 AM","AMZN","07/17/2026","245","Call","$4.12","Bidish","$426.42k","$233.56","1,035","7,277","97","4","54.45",""
"5","DonkeyKong, Repeater_Bullish","Sweep","11:10:06 AM","AMZN","07/17/2026","245","Call","$4.12","Bidish","$622.12k","$233.46","1,510","7,277","97","4","54.62",""
"5","","Sweep Trade","11:10:06 AM","AMZN","07/17/2026","245","Call","$4.12","Bidish","$580.92k","$233.46","1,410","7,277","97","4","54.62",""
"3","","Block Trade","11:10:14 AM","SOFI","08/21/2026","17","Call","$1.97","At Bid","$118.2k","$17.17","600","11,658","16","1","84.69",""
"6","","Sweep","11:10:25 AM","AMZN","06/26/2026","230","Put","$2.80","At Ask","$281.12k","$233.25","1,004","2,426","97","1","19.8",""
"2","","Block Trade","11:10:28 AM","CPNG","07/17/2026","19","Call","$0.51","At Bid","$51k","$17.69","1,000","3,622","2","1","65.19",""
"4","","Block Trade","11:10:31 AM","NBIS","06/26/2026","225","Put","$1.65","At Ask","$103.61k","$283.15","628","2,262","7","1","0",""
"1","","Block Trade","11:11:27 AM","USB","08/21/2026","62.5","Call","$1.06","At Bid","$53k","$58.88","500","481","1","1","21.38",""
"5","Repeater_Bearish","Block Trade","11:11:29 AM","EWZ","09/18/2026","32","Put","$0.90","At Ask","$98.28k","$34.37","1,092","7,978","15","2","33.99",""
"2","","Block Trade","11:11:30 AM","HYG","06/17/2027","75","Put","$1.68","Bidish","$98.11k","$79.92","584","0","25","1","14.96",""
"2","Repeater_Bullish","Block Trade","11:11:34 AM","GOOGL","06/26/2026","362.5","Call","$1.03","Askish","$51.38k","$343.30","500","277","196","4","130.43",""
"3","","Block Trade","11:11:40 AM","HYG","06/17/2027","77","Put","$2.21","Bidish","$144.98k","$79.92","656","0","25","1","20.84",""
"2","","Block Trade","11:11:40 AM","HYG","06/17/2027","72","Put","$1.31","Bidish","$85.94k","$79.92","656","0","25","1","24.01",""
"3","","Block Trade","11:11:42 AM","TE","08/21/2026","10","Call","$2.59","Askish","$170.99k","$10.20","660","2,467","17","1","116.44",""
"3","","Sweep","11:11:46 AM","SPXS","06/26/2026","26","Call","$0.89","At Bid","$59.36k","$26.88","667","1,083","2","1","0",""
"4","Repeater_Bearish","Block Trade","11:11:49 AM","HYG","12/18/2026","75","Put","$0.58","At Mid","$87k","$79.92","1,500","40,472","25","3","12.69",""
"4","DonkeyKong, Repeater_Bullish","Block Trade","11:12:01 AM","NVDA","06/22/2026","210","Call","$0.94","At Ask","$50.29k","$210.04","535","9,708","264","16","0",""
"5","Repeater_Bullish","Block Trade","11:12:08 AM","XLK","07/17/2026","195","Call","$5.75","At Ask","$1.4M","$192.20","2,432","10,825","12","6","33.92",""
"3","","Block Trade","11:12:11 AM","NBIS","07/02/2026","230","Put","$5.60","Bidish","$453.81k","$283.46","810","200","7","1","148.9",""
"5","AllTheThings","Sweep","11:12:21 AM","SPCX","07/02/2026","180","Call","$6.00","At Ask","$336k","$167.94","560","0","133","1","190.78",""
"4","","Block Trade","11:12:21 AM","BNO","08/21/2026","60","Call","$0.65","At Ask","$57.2k","$42.73","880","7,669","3","2","66.73",""
"3","","Block Trade","11:12:25 AM","EWJ","06/26/2026","97.5","Call","$1.00","At Ask","$74k","$97.30","740","2","5","1","18.21",""
"3","","Block Trade","11:12:35 AM","ETHA","12/18/2026","5","Put","$0.13","Askish","$130k","$13.24","10,000","0","10","1","17.5",""
"3","Repeater_Bullish","Block Trade","11:12:42 AM","GOOGL","06/22/2026","345","Call","$1.40","At Ask","$70k","$343.96","500","4","196","18","0",""
"3","","Block Trade","11:12:45 AM","PLTR","07/17/2026","150","Call","$0.69","At Mid","$69k","$122.51","1,000","35,969","40","2","64.58",""
"4","","Block Trade","11:12:47 AM","CRWV","06/26/2026","92","Put","$0.51","At Mid","$137.7k","$109.64","2,700","1,098","14","1","0",""
"4","Repeater_Bullish","Block Trade","11:13:01 AM","NVDA","06/22/2026","210","Call","$0.94","At Ask","$54.37k","$210.08","578","9,708","264","16","0",""
"3","","Block Trade","11:13:18 AM","SMCI","01/15/2027","105","Call","$1.25","At Ask","$93.88k","$35.22","751","12,536","61","1","85.5",""
"4","","Block Trade","11:13:30 AM","BNO","10/16/2026","60","Call","$1.45","Above Ask","$145k","$42.71","1,000","18,509","3","1","61.59",""
"3","","Block Trade","11:13:46 AM","KD","08/21/2026","12","Put","$2.07","Bidish","$641.7k","$10.57","3,100","0","1","1","50.7",""
"3","","Block Trade","11:14:05 AM","DLO","11/20/2026","12","Call","$2.01","Bidish","$201k","$12.56","1,000","1,213","2","1","49.82",""
"4","","Block Trade","11:14:14 AM","MARA","07/31/2026","14","Put","$1.01","Askish","$303.61k","$15.43","3,006","54","13","1","117.28",""
"5","DonkeyKong, Repeater_Bullish","Sweep","11:14:19 AM","TSLA","06/22/2026","412.5","Call","$1.81","Askish","$136.47k","$410.19","754","3,370","251","16","0",""
"3","","Block Trade","11:14:21 AM","HL","01/15/2027","17","Call","$2.95","Askish","$171.1k","$15.95","580","4,235","9","1","67.93",""
"5","DonkeyKong, Repeater_Bullish","Sweep","11:14:25 AM","TSLA","06/22/2026","410","Call","$2.94","At Mid","$214.62k","$410.30","730","2,258","251","36","0",""
"6","DonkeyKong, Repeater_Bullish","Block Trade","11:14:49 AM","TSLA","06/22/2026","412.5","Call","$2.00","Above Ask","$252.6k","$410.58","1,263","3,370","251","16","0",""
"6","DonkeyKong, Repeater_Bullish","Sweep","11:15:10 AM","TSLA","06/22/2026","412.5","Call","$2.13","Above Ask","$122.69k","$410.89","576","3,370","251","16","0",""
"5","DonkeyKong, Repeater_Bullish","Sweep","11:15:17 AM","TSLA","06/22/2026","410","Call","$3.26","Bidish","$193.32k","$410.90","593","2,258","251","36","0",""
"5","Repeater_Bullish","Block Trade","11:15:19 AM","ADBE","09/18/2026","320","Call","$0.82","Bidish","$294.13k","$192.85","3,587","7,395","8","2","55.39",""
"4","","Block Trade","11:15:19 AM","ADBE","09/18/2026","300","Call","$1.23","Askish","$441.2k","$192.85","3,587","7,616","8","1","53.79",""
"4","","Block Trade","11:15:30 AM","TLT","06/17/2027","95","Call","$1.12","At Mid","$447.89k","$86.25","3,999","22,705","31","1","9.21",""
"1","","Block Trade","11:15:37 AM","BE","06/26/2026","267.5","Put","$1.81","At Mid","$90.5k","$340.03","500","215","9","1","0",""
"1","","Block Trade","11:15:37 AM","BE","06/26/2026","265","Put","$1.69","Askish","$84.5k","$340.03","500","162","9","1","0",""
"4","Repeater_Bullish","Block Trade","11:15:42 AM","GOOGL","06/22/2026","345","Call","$1.04","At Ask","$62.4k","$342.75","600","4","196","18","0",""
"2","","Block Trade","11:15:45 AM","GOOGL","07/17/2026","375","Call","$3.00","At Bid","$150k","$342.67","500","4,631","196","1","61.88",""
"2","","Block Trade","11:15:49 AM","SWKS","08/21/2026","95","Call","$3.35","Askish","$6.7M","$77.25","20,000","21,062","2","1","54.11",""
"6","DonkeyKong, Repeater_Bullish","Sweep","11:15:53 AM","TSLA","06/22/2026","415","Call","$1.43","Askish","$248.53k","$411.32","1,738","1,581","251","24","0",""
"2","","Block Trade","11:15:59 AM","SOFI","07/17/2026","16.5","Put","$0.69","At Bid","$69k","$17.20","1,000","0","16","1","0",""
"6","DonkeyKong, Repeater_Bullish","Sweep","11:16:03 AM","TSLA","06/22/2026","410","Call","$3.38","Bidish","$348.14k","$409.75","1,030","2,258","251","36","0",""
"4","","Block Trade","11:16:18 AM","IBIT","12/18/2026","40","Put","$5.85","At Ask","$421.2k","$36.82","720","2,308","133","1","51.13",""
"6","Repeater_Bullish","Sweep","11:16:25 AM","TSLA","06/22/2026","412.5","Call","$1.85","Askish","$447.7k","$410.37","2,420","3,370","251","16","0",""
"4","DonkeyKong, Repeater_Bullish","Sweep","11:16:27 AM","GOOGL","08/21/2026","400","Call","$5.65","At Mid","$558.22k","$342.17","988","11,022","196","4","53.43",""
"4","Repeater_Bullish","Block Trade","11:16:27 AM","GOOGL","08/21/2026","400","Call","$5.67","At Mid","$350.17k","$342.17","618","11,022","196","4","53.43",""
"3","DonkeyKong, Repeater_Bearish","Block Trade","11:16:34 AM","TSLA","06/22/2026","407.5","Put","$1.80","Below Bid","$90.36k","$409.81","502","506","251","14","0",""
"6","Repeater_Bearish, AllTheThings","Sweep","11:16:38 AM","TSLA","06/22/2026","407.5","Put","$1.65","At Ask","$111.87k","$410.21","678","506","251","14","0",""
"5","Repeater_Bullish","Sweep","11:16:39 AM","TSLA","06/22/2026","410","Call","$2.88","Bidish","$174.53k","$410.23","606","2,258","251","36","0",""
"4","","Sweep","11:16:40 AM","TSLA","06/22/2026","415","Call","$1.10","At Mid","$71.61k","$410.32","651","1,581","251","24","0",""
"4","Repeater_Bullish","Block Trade","11:17:24 AM","FRMI","08/21/2026","12.5","Call","$1.60","Bidish","$121.76k","$9.34","761","17,844","15","2","165.66",""
"3","Repeater_Bearish","Block Trade","11:17:38 AM","IGV","08/21/2026","85","Put","$3.40","At Bid","$170k","$87.74","500","59,715","74","5","33.61",""
"3","Repeater_Bullish","Block Trade","11:17:48 AM","SQQQ","07/10/2026","37","Call","$2.20","Bidish","$110k","$36.99","500","676","9","2","65.39",""
"3","","Block Trade","11:17:49 AM","IONQ","07/17/2026","50","Put","$2.41","At Bid","$482k","$56.57","2,000","4,055","57","1","101.97",""
"5","","Multi Order, Block Trade","11:17:59 AM","EEM","09/18/2026","61","Put","$1.21","At Bid","$148.47k","$71.25","1,227","3,719","25","1","41.84",""
"4","","Multi Order, Block Trade","11:17:59 AM","EEM","09/18/2026","59","Put","$1.02","Askish","$424.12k","$71.25","4,158","26,506","25","1","48.88",""
"5","Repeater_Bearish","Sweep","11:18:08 AM","IBIT","07/17/2026","38","Put","$2.08","Askish","$135.62k","$36.78","652","33,186","133","2","62.95",""
"3","","Block Trade","11:18:08 AM","INTC","09/18/2026","80","Put","$2.70","At Bid","$3.41M","$139.83","12,644","17,797","159","6","98.79",""
"4","DonkeyKong, Repeater_Bullish, Wave","Sweep","11:18:15 AM","NVDA","06/22/2026","210","Call","$1.03","At Mid","$77.66k","$210.29","754","9,708","264","16","0",""
"2","","Block Trade","11:18:21 AM","PINS","08/21/2026","18","Put","$1.34","Askish","$84.42k","$19.34","630","2,193","3","1","56.14",""
"4","","Block Trade","11:18:27 AM","NOW","07/17/2026","105","Call","$2.00","At Ask","$167k","$92.89","835","4,635","9","1","69.95",""
"1","","Block Trade","11:18:32 AM","BE","06/26/2026","255","Put","$1.22","Askish","$60.9k","$341.14","500","287","9","1","0",""
"1","","Block Trade","11:18:32 AM","BE","06/26/2026","257.5","Put","$1.30","Askish","$64.9k","$341.14","500","155","9","1","0",""
"4","","Block Trade","11:18:47 AM","IOT","08/21/2026","36","Call","$1.78","Bidish","$226.61k","$31.63","1,274","32","16","1","63.55",""
